guid,town_code,town_name,town_county
4c07d11e-03fe-851d-e053-ca3ca8c0ca7f,26305,Galway city and suburbs,Galway
4c07d11e-03ff-851d-e053-ca3ca8c0ca7f,26305,Galway city and suburbs,Galway
4c07d11e-0400-851d-e053-ca3ca8c0ca7f,18733,Midleton,Cork
4c07d11e-0401-851d-e053-ca3ca8c0ca7f,18733,Midleton,Cork
4c07d11e-0402-851d-e053-ca3ca8c0ca7f,18731,Cloyne,Cork
4c07d11e-0403-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-0404-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-0405-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-0406-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-0407-851d-e053-ca3ca8c0ca7f,26305,Galway city and suburbs,Galway
4c07d11e-0409-851d-e053-ca3ca8c0ca7f,27300,Oughterard,Galway
4c07d11e-040a-851d-e053-ca3ca8c0ca7f,18731,Cloyne,Cork
4c07d11e-040b-851d-e053-ca3ca8c0ca7f,18724,Ballycotton,Cork
4c07d11e-040c-851d-e053-ca3ca8c0ca7f,18724,Ballycotton,Cork
4c07d11e-040e-851d-e053-ca3ca8c0ca7f,18727,Castlemartyr,Cork
4c07d11e-040f-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-0410-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-0411-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-0412-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-0413-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-0414-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-0415-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-0416-851d-e053-ca3ca8c0ca7f,27294,Headford,Galway
4c07d11e-0418-851d-e053-ca3ca8c0ca7f,18723,Killeagh,Cork
4c07d11e-0419-851d-e053-ca3ca8c0ca7f,18743,Rathcormac,Cork
4c07d11e-041a-851d-e053-ca3ca8c0ca7f,18721,Youghal,Cork
4c07d11e-041b-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-041c-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-041d-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-041e-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-041f-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-0421-851d-e053-ca3ca8c0ca7f,27277,Athenry,Galway
4c07d11e-0422-851d-e053-ca3ca8c0ca7f,18721,Youghal,Cork
4c07d11e-0423-851d-e053-ca3ca8c0ca7f,18721,Youghal,Cork
4c07d11e-0424-851d-e053-ca3ca8c0ca7f,18721,Youghal,Cork
4c07d11e-0425-851d-e053-ca3ca8c0ca7f,18721,Youghal,Cork
4c07d11e-0426-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-0427-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-0428-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-0429-851d-e053-ca3ca8c0ca7f,23702,Clonmel,Tipperary
4c07d11e-042a-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-042b-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-042c-851d-e053-ca3ca8c0ca7f,27277,Athenry,Galway
4c07d11e-042e-851d-e053-ca3ca8c0ca7f,27277,Athenry,Galway
4c07d11e-042f-851d-e053-ca3ca8c0ca7f,18721,Youghal,Cork
4c07d11e-0430-851d-e053-ca3ca8c0ca7f,25684,Dungarvan,Waterford
4c07d11e-0431-851d-e053-ca3ca8c0ca7f,25684,Dungarvan,Waterford
4c07d11e-0432-851d-e053-ca3ca8c0ca7f,25680,Stradbally,Waterford
4c07d11e-0434-851d-e053-ca3ca8c0ca7f,25674,Tramore,Waterford
4c07d11e-0435-851d-e053-ca3ca8c0ca7f,25674,Tramore,Waterford
4c07d11e-0436-851d-e053-ca3ca8c0ca7f,25674,Tramore,Waterford
4c07d11e-0437-851d-e053-ca3ca8c0ca7f,25674,Tramore,Waterford
4c07d11e-0438-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-0439-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-043a-851d-e053-ca3ca8c0ca7f,27277,Athenry,Galway
4c07d11e-043b-851d-e053-ca3ca8c0ca7f,27277,Athenry,Galway
4c07d11e-043c-851d-e053-ca3ca8c0ca7f,27269,Mountbellew,Galway
4c07d11e-043e-851d-e053-ca3ca8c0ca7f,25684,Dungarvan,Waterford
4c07d11e-043f-851d-e053-ca3ca8c0ca7f,25684,Dungarvan,Waterford
4c07d11e-0440-851d-e053-ca3ca8c0ca7f,25682,An Rinn,Waterford
4c07d11e-0441-851d-e053-ca3ca8c0ca7f,25674,Tramore,Waterford
4c07d11e-0442-851d-e053-ca3ca8c0ca7f,25674,Tramore,Waterford
4c07d11e-0443-851d-e053-ca3ca8c0ca7f,25674,Tramore,Waterford
4c07d11e-0444-851d-e053-ca3ca8c0ca7f,25674,Tramore,Waterford
4c07d11e-0445-851d-e053-ca3ca8c0ca7f,24643,Waterford city and suburbs,Waterford
4c07d11e-0446-851d-e053-ca3ca8c0ca7f,07647,Slieverue,Kilkenny
4c07d11e-0447-851d-e053-ca3ca8c0ca7f,25672,Dunmore East,Waterford
4c07d11e-0448-851d-e053-ca3ca8c0ca7f,18745,Myrtleville,Cork
4c07d11e-044b-851d-e053-ca3ca8c0ca7f,18744,Crosshaven,Cork
4c07d11e-044c-851d-e053-ca3ca8c0ca7f,18742,Fermoy,Cork
4c07d11e-044d-851d-e053-ca3ca8c0ca7f,18742,Fermoy,Cork
4c07d11e-044e-851d-e053-ca3ca8c0ca7f,25674,Tramore,Waterford
4c07d11e-044f-851d-e053-ca3ca8c0ca7f,25674,Tramore,Waterford
4c07d11e-0450-851d-e053-ca3ca8c0ca7f,25672,Dunmore East,Waterford
4c07d11e-0451-851d-e053-ca3ca8c0ca7f,25672,Dunmore East,Waterford
4c07d11e-0452-851d-e053-ca3ca8c0ca7f,25672,Dunmore East,Waterford
4c07d11e-0455-851d-e053-ca3ca8c0ca7f,18744,Crosshaven,Cork
4c07d11e-0456-851d-e053-ca3ca8c0ca7f,18744,Crosshaven,Cork
4c07d11e-0457-851d-e053-ca3ca8c0ca7f,18744,Crosshaven,Cork
4c07d11e-0458-851d-e053-ca3ca8c0ca7f,18749,Passage West-Monkstown,Cork
4c07d11e-0459-851d-e053-ca3ca8c0ca7f,18749,Passage West-Monkstown,Cork
4c07d11e-045a-851d-e053-ca3ca8c0ca7f,18742,Fermoy,Cork
4c07d11e-045b-851d-e053-ca3ca8c0ca7f,18742,Fermoy,Cork
4c07d11e-045c-851d-e053-ca3ca8c0ca7f,25677,Portlaw,Waterford
4c07d11e-045d-851d-e053-ca3ca8c0ca7f,07660,Mooncoin,Kilkenny
4c07d11e-045e-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-045f-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0460-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0461-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0462-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0463-851d-e053-ca3ca8c0ca7f,29321,Ballina,Mayo
4c07d11e-0464-851d-e053-ca3ca8c0ca7f,29321,Ballina,Mayo
4c07d11e-0465-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0466-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0467-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0468-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-046a-851d-e053-ca3ca8c0ca7f,04348,Malahide,Dublin
4c07d11e-046b-851d-e053-ca3ca8c0ca7f,04348,Malahide,Dublin
4c07d11e-046e-851d-e053-ca3ca8c0ca7f,29320,Balla,Mayo
4c07d11e-046f-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-0470-851d-e053-ca3ca8c0ca7f,29321,Ballina,Mayo
4c07d11e-0471-851d-e053-ca3ca8c0ca7f,29321,Ballina,Mayo
4c07d11e-0472-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0473-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0474-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0475-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0476-851d-e053-ca3ca8c0ca7f,27304,Clifden,Galway
4c07d11e-0477-851d-e053-ca3ca8c0ca7f,27304,Clifden,Galway
4c07d11e-0478-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-0479-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-047a-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-047b-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-047c-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-047d-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-047e-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-047f-851d-e053-ca3ca8c0ca7f,29335,Louisburgh,Mayo
4c07d11e-0481-851d-e053-ca3ca8c0ca7f,29331,Westport,Mayo
4c07d11e-0482-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-0483-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-0484-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0485-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0486-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0488-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0489-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-048a-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-048b-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-048c-851d-e053-ca3ca8c0ca7f,29331,Westport,Mayo
4c07d11e-048d-851d-e053-ca3ca8c0ca7f,29331,Westport,Mayo
4c07d11e-048f-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-0490-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-0491-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0492-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0494-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0495-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0496-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0497-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0498-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0499-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-049a-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-049b-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-049c-851d-e053-ca3ca8c0ca7f,29331,Westport,Mayo
4c07d11e-049d-851d-e053-ca3ca8c0ca7f,29331,Westport,Mayo
4c07d11e-049e-851d-e053-ca3ca8c0ca7f,29331,Westport,Mayo
4c07d11e-049f-851d-e053-ca3ca8c0ca7f,29332,Newport,Mayo
4c07d11e-04a0-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-04a1-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-04a2-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-04a4-851d-e053-ca3ca8c0ca7f,11409,Dunboyne,Meath
4c07d11e-04a5-851d-e053-ca3ca8c0ca7f,11409,Dunboyne,Meath
4c07d11e-04a6-851d-e053-ca3ca8c0ca7f,11409,Dunboyne,Meath
4c07d11e-04a7-851d-e053-ca3ca8c0ca7f,11409,Dunboyne,Meath
4c07d11e-04aa-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04ab-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04ac-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04ad-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04ae-851d-e053-ca3ca8c0ca7f,29326,Ballinrobe,Mayo
4c07d11e-04af-851d-e053-ca3ca8c0ca7f,29326,Ballinrobe,Mayo
4c07d11e-04b0-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-04b2-851d-e053-ca3ca8c0ca7f,29310,Knock,Mayo
4c07d11e-04b4-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04b5-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04b6-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04b7-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04b8-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04b9-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04ba-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04bb-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04bc-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04bd-851d-e053-ca3ca8c0ca7f,29326,Ballinrobe,Mayo
4c07d11e-04be-851d-e053-ca3ca8c0ca7f,29326,Ballinrobe,Mayo
4c07d11e-04c0-851d-e053-ca3ca8c0ca7f,29313,Kiltimagh,Mayo
4c07d11e-04c1-851d-e053-ca3ca8c0ca7f,29318,Foxford,Mayo
4c07d11e-04c2-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04c3-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04c4-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04c5-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04c6-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04c7-851d-e053-ca3ca8c0ca7f,29326,Ballinrobe,Mayo
4c07d11e-04c8-851d-e053-ca3ca8c0ca7f,27280,Tuam,Galway
4c07d11e-04c9-851d-e053-ca3ca8c0ca7f,29318,Foxford,Mayo
4c07d11e-04ca-851d-e053-ca3ca8c0ca7f,29318,Foxford,Mayo
4c07d11e-04cb-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04cc-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04cd-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04ce-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04cf-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04d0-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04d2-851d-e053-ca3ca8c0ca7f,27280,Tuam,Galway
4c07d11e-04d3-851d-e053-ca3ca8c0ca7f,27280,Tuam,Galway
4c07d11e-04d4-851d-e053-ca3ca8c0ca7f,27280,Tuam,Galway
4c07d11e-04d5-851d-e053-ca3ca8c0ca7f,27280,Tuam,Galway
4c07d11e-04d6-851d-e053-ca3ca8c0ca7f,29311,Swinford,Mayo
4c07d11e-04d7-851d-e053-ca3ca8c0ca7f,29311,Swinford,Mayo
4c07d11e-04d8-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04d9-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04da-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04db-851d-e053-ca3ca8c0ca7f,04354,Swords,Dublin
4c07d11e-04dd-851d-e053-ca3ca8c0ca7f,29314,Claremorris,Mayo
4c07d11e-04de-851d-e053-ca3ca8c0ca7f,29314,Claremorris,Mayo
4c07d11e-04df-851d-e053-ca3ca8c0ca7f,29314,Claremorris,Mayo
4c07d11e-04e0-851d-e053-ca3ca8c0ca7f,29311,Swinford,Mayo
4c07d11e-04e1-851d-e053-ca3ca8c0ca7f,29311,Swinford,Mayo
4c07d11e-04e3-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04e4-851d-e053-ca3ca8c0ca7f,04346,Portmarnock,Dublin
4c07d11e-04e5-851d-e053-ca3ca8c0ca7f,04346,Portmarnock,Dublin
4c07d11e-04e6-851d-e053-ca3ca8c0ca7f,04348,Malahide,Dublin
4c07d11e-04e7-851d-e053-ca3ca8c0ca7f,29314,Claremorris,Mayo
4c07d11e-04e8-851d-e053-ca3ca8c0ca7f,29314,Claremorris,Mayo
4c07d11e-04ea-851d-e053-ca3ca8c0ca7f,30259,Ballaghaderreen,Roscommon
4c07d11e-04eb-851d-e053-ca3ca8c0ca7f,30259,Ballaghaderreen,Roscommon
4c07d11e-04ec-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04ed-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04ee-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04ef-851d-e053-ca3ca8c0ca7f,04348,Malahide,Dublin
4c07d11e-04f1-851d-e053-ca3ca8c0ca7f,04354,Swords,Dublin
4c07d11e-04f2-851d-e053-ca3ca8c0ca7f,04354,Swords,Dublin
4c07d11e-04f3-851d-e053-ca3ca8c0ca7f,04354,Swords,Dublin
4c07d11e-04f7-851d-e053-ca3ca8c0ca7f,30259,Ballaghaderreen,Roscommon
4c07d11e-04f8-851d-e053-ca3ca8c0ca7f,30255,Frenchpark,Roscommon
4c07d11e-04f9-851d-e053-ca3ca8c0ca7f,29307,Charlestown-Bellahy,Mayo
4c07d11e-04fa-851d-e053-ca3ca8c0ca7f,31155,Tubbercurry,Sligo
4c07d11e-04fb-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04fc-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04fd-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-04fe-851d-e053-ca3ca8c0ca7f,04354,Swords,Dublin
4c07d11e-04ff-851d-e053-ca3ca8c0ca7f,04354,Swords,Dublin
4c07d11e-0500-851d-e053-ca3ca8c0ca7f,04354,Swords,Dublin
4c07d11e-0501-851d-e053-ca3ca8c0ca7f,04354,Swords,Dublin
4c07d11e-0502-851d-e053-ca3ca8c0ca7f,27280,Tuam,Galway
4c07d11e-0503-851d-e053-ca3ca8c0ca7f,27280,Tuam,Galway
4c07d11e-0504-851d-e053-ca3ca8c0ca7f,27270,Glenamaddy,Galway
4c07d11e-0505-851d-e053-ca3ca8c0ca7f,31155,Tubbercurry,Sligo
4c07d11e-0506-851d-e053-ca3ca8c0ca7f,31155,Tubbercurry,Sligo
4c07d11e-0507-851d-e053-ca3ca8c0ca7f,31155,Tubbercurry,Sligo
4c07d11e-0508-851d-e053-ca3ca8c0ca7f,29338,Béal An Mhuirthead,Mayo
4c07d11e-0509-851d-e053-ca3ca8c0ca7f,29338,Béal An Mhuirthead,Mayo
4c07d11e-050a-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-050b-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-050c-851d-e053-ca3ca8c0ca7f,04348,Malahide,Dublin
4c07d11e-050d-851d-e053-ca3ca8c0ca7f,04348,Malahide,Dublin
4c07d11e-050e-851d-e053-ca3ca8c0ca7f,29306,Ballyhaunis,Mayo
4c07d11e-050f-851d-e053-ca3ca8c0ca7f,29306,Ballyhaunis,Mayo
4c07d11e-0510-851d-e053-ca3ca8c0ca7f,29306,Ballyhaunis,Mayo
4c07d11e-0512-851d-e053-ca3ca8c0ca7f,30260,Ballinlough,Roscommon
4c07d11e-0513-851d-e053-ca3ca8c0ca7f,30257,Castlerea,Roscommon
4c07d11e-0515-851d-e053-ca3ca8c0ca7f,29328,Crossmolina,Mayo
4c07d11e-0516-851d-e053-ca3ca8c0ca7f,29328,Crossmolina,Mayo
4c07d11e-0517-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0518-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0519-851d-e053-ca3ca8c0ca7f,04348,Malahide,Dublin
4c07d11e-051a-851d-e053-ca3ca8c0ca7f,04348,Malahide,Dublin
4c07d11e-051c-851d-e053-ca3ca8c0ca7f,30257,Castlerea,Roscommon
4c07d11e-051d-851d-e053-ca3ca8c0ca7f,29328,Crossmolina,Mayo
4c07d11e-051e-851d-e053-ca3ca8c0ca7f,29328,Crossmolina,Mayo
4c07d11e-051f-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0521-851d-e053-ca3ca8c0ca7f,02341,Dublin city and suburbs,Dublin
4c07d11e-0524-851d-e053-ca3ca8c0ca7f,04346,Portmarnock,Dublin
4c07d11e-0525-851d-e053-ca3ca8c0ca7f,04348,Malahide,Dublin
4c07d11e-0526-851d-e053-ca3ca8c0ca7f,30257,Castlerea,Roscommon
4c07d11e-0527-851d-e053-ca3ca8c0ca7f,29327,Castlebar,Mayo
4c07d11e-0528-851d-e053-ca3ca8c0ca7f,29320,Balla,Mayo
4c07d11e-0530-851d-e053-ca3ca8c0ca7f,09235,Longford,Longford
4c07d11e-0537-851d-e053-ca3ca8c0ca7f,09230,Edgeworthstown,Longford
4c07d11e-0538-851d-e053-ca3ca8c0ca7f,13191,Ballinalack,Westmeath
4c07d11e-0543-851d-e053-ca3ca8c0ca7f,30248,Elphin,Roscommon
4c07d11e-0548-851d-e053-ca3ca8c0ca7f,16552,Kilkishen,Clare
4c07d11e-0549-851d-e053-ca3ca8c0ca7f,34040,Scotshouse,Monaghan
4c07d11e-0566-851d-e053-ca3ca8c0ca7f,34036,Scotstown,Monaghan
4c07d11e-0569-851d-e053-ca3ca8c0ca7f,18828,Castletownbere,Cork
4c07d11e-0571-851d-e053-ca3ca8c0ca7f,18823,Bantry,Cork
4c07d11e-0572-851d-e053-ca3ca8c0ca7f,18823,Bantry,Cork
4c07d11e-0573-851d-e053-ca3ca8c0ca7f,18823,Bantry,Cork
4c07d11e-0574-851d-e053-ca3ca8c0ca7f,18823,Bantry,Cork
4c07d11e-057b-851d-e053-ca3ca8c0ca7f,21526,Drumcollogher,Limerick
4c07d11e-057e-851d-e053-ca3ca8c0ca7f,18771,Mallow,Cork
4c07d11e-057f-851d-e053-ca3ca8c0ca7f,18771,Mallow,Cork
4c07d11e-0580-851d-e053-ca3ca8c0ca7f,18771,Mallow,Cork
4c07d11e-0581-851d-e053-ca3ca8c0ca7f,18771,Mallow,Cork
4c07d11e-0582-851d-e053-ca3ca8c0ca7f,18784,Ballyclogh,Cork
4c07d11e-0584-851d-e053-ca3ca8c0ca7f,18776,Buttevant,Cork
4c07d11e-0585-851d-e053-ca3ca8c0ca7f,18788,Newtown,Cork
4c07d11e-0586-851d-e053-ca3ca8c0ca7f,18777,Charleville,Cork
4c07d11e-0589-851d-e053-ca3ca8c0ca7f,19852,Causeway,Kerry
4c07d11e-058a-851d-e053-ca3ca8c0ca7f,19843,Lixnaw,Kerry
4c07d11e-058b-851d-e053-ca3ca8c0ca7f,16552,Kilkishen,Clare
4c07d11e-058c-851d-e053-ca3ca8c0ca7f,16543,Killaloe,Clare
4c07d11e-05a6-851d-e053-ca3ca8c0ca7f,34025,Castleblayney,Monaghan
4c07d11e-05a7-851d-e053-ca3ca8c0ca7f,34023,Oram,Monaghan
4c07d11e-05ab-851d-e053-ca3ca8c0ca7f,34032,Monaghan,Monaghan
4c07d11e-05ac-851d-e053-ca3ca8c0ca7f,18814,Unionhall,Cork
4c07d11e-05b3-851d-e053-ca3ca8c0ca7f,18801,Clonakilty,Cork
4c07d11e-05b4-851d-e053-ca3ca8c0ca7f,18801,Clonakilty,Cork
4c07d11e-05b9-851d-e053-ca3ca8c0ca7f,18780,Courtmacsherry,Cork
4c07d11e-05ba-851d-e053-ca3ca8c0ca7f,18787,Bandon,Cork
4c07d11e-05bd-851d-e053-ca3ca8c0ca7f,18769,Ballinspittle,Cork
4c07d11e-05be-851d-e053-ca3ca8c0ca7f,18787,Bandon,Cork
4c07d11e-05bf-851d-e053-ca3ca8c0ca7f,18787,Bandon,Cork
4c07d11e-05c0-851d-e053-ca3ca8c0ca7f,18787,Bandon,Cork
4c07d11e-05c1-851d-e053-ca3ca8c0ca7f,18775,Inishannon,Cork
4c07d11e-05c3-851d-e053-ca3ca8c0ca7f,18765,Kinsale,Cork
4c07d11e-05c4-851d-e053-ca3ca8c0ca7f,18765,Kinsale,Cork
4c07d11e-05c6-851d-e053-ca3ca8c0ca7f,19843,Lixnaw,Kerry
4c07d11e-05c7-851d-e053-ca3ca8c0ca7f,19846,Ballyduff,Kerry
4c07d11e-05cb-851d-e053-ca3ca8c0ca7f,19839,Listowel,Kerry
4c07d11e-05d1-851d-e053-ca3ca8c0ca7f,28127,Drumod,Leitrim
4c07d11e-05dc-851d-e053-ca3ca8c0ca7f,28132,Carrick-On-Shannon,Leitrim
4c07d11e-05e6-851d-e053-ca3ca8c0ca7f,28128,Keshcarrigan,Leitrim
4c07d11e-0602-851d-e053-ca3ca8c0ca7f,11408,Ratoath,Meath
4c07d11e-060b-851d-e053-ca3ca8c0ca7f,19863,Waterville,Kerry
4c07d11e-060c-851d-e053-ca3ca8c0ca7f,19863,Waterville,Kerry
4c07d11e-060d-851d-e053-ca3ca8c0ca7f,19859,Sneem,Kerry
4c07d11e-0610-851d-e053-ca3ca8c0ca7f,19839,Listowel,Kerry
4c07d11e-0611-851d-e053-ca3ca8c0ca7f,19839,Listowel,Kerry
